id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,month,season_relevance,name_length,image_path
9035,2,Footwear,Shoes,19,12,4,2011,Casual,Buckaroo Men Amigo Green Casual Shoes,12.0,relevant,37,9035.jpg
21570,2,Footwear,Shoes,19,44,3,2012,Casual,Numero Uno Men Casual White Shoes,6.0,relevant,33,21570.jpg
6716,2,Apparel,Topwear,134,33,3,2011,Casual,Locomotive Men's Round Neck Red T-shirt,6.0,relevant,39,6716.jpg
32198,2,Apparel,Topwear,63,13,3,2012,Ethnic,Fabindia Men Printed Grey Kurta,6.0,relevant,31,32198.jpg
36240,4,Apparel,Topwear,127,40,3,2012,Ethnic,W Women Tan Kurti,6.0,relevant,17,36240.jpg
22786,2,Apparel,Bottomwear,56,2,1,2011,Casual,Deni Yo Men Washed Blue Jeans,9.0,relevant,29,22786.jpg
47330,4,Accessories,Bags,48,4,0,2012,Casual,Baggit Women Brown Sling Bag,,irrelevant,28,47330.jpg
32563,4,Apparel,Bottomwear,132,2,3,2012,Casual,ONLY Women directoire blue Trousers,6.0,relevant,35,32563.jpg
21643,4,Apparel,Innerwear,13,38,3,2014,Casual,Enamor Women Smooth Skin Bra,6.0,relevant,28,21643.jpg
44982,4,Accessories,Watches,140,44,0,2016,Casual,Maxima Women White Dial Watch,,irrelevant,29,44982.jpg
12715,4,Footwear,Shoes,19,32,1,2011,Casual,Nike Women Sweet Classic Purple Casual Shoes,9.0,relevant,44,12715.jpg
4243,2,Apparel,Topwear,134,2,3,2011,Casual,Probase Men's Against All Odds Blue T-shirt,6.0,relevant,43,4243.jpg
15475,2,Apparel,Topwear,134,2,1,2011,Casual,Puma Men Logo Blue Tshirts,9.0,relevant,26,15475.jpg
49605,4,Footwear,Shoes,51,4,4,2015,Casual,Catwalk Women Brown Heels,12.0,relevant,25,49605.jpg
15783,2,Apparel,Innerwear,15,4,3,2016,Casual,Facit Men Brown Briefs,6.0,relevant,22,15783.jpg
33143,0,Apparel,Topwear,134,25,3,2012,Casual,Gini and Jony Boys Pack of 2 T-shirts,6.0,relevant,37,33143.jpg
31984,3,Accessories,Bags,2,1,0,2012,Casual,ADIDAS Unisex Black Backpack,,irrelevant,28,31984.jpg
37743,2,Apparel,Topwear,104,13,3,2012,Casual,John Players Men Stripes Grey Shirt,6.0,relevant,35,37743.jpg
19439,2,Accessories,Headwear,18,1,3,2012,Casual,Quiksilver Men Black Qsacc Cap,6.0,relevant,30,19439.jpg
9920,4,Accessories,Bags,48,33,0,2011,Casual,Puma Women Ferrari LS Red Handbags,,irrelevant,34,9920.jpg
32250,4,Apparel,Bottomwear,109,2,3,2012,Ethnic,Fabindia Women Blue Skirts,6.0,relevant,26,32250.jpg
44235,2,Footwear,Shoes,112,2,3,2012,Sports,Nike Men Air Max+ 2012 Blue Sports Shoes,6.0,relevant,40,44235.jpg
11815,2,Footwear,Shoes,19,1,3,2013,Casual,Playboy Men Casual Black Casual Shoes,6.0,relevant,37,11815.jpg
58743,2,Apparel,Topwear,134,28,1,2012,Casual,Puma Men Olive T-shirt,9.0,relevant,22,58743.jpg
1654,2,Footwear,Shoes,112,44,1,2010,Sports,Reebok Men's Frisker LP Shoe,9.0,relevant,28,1654.jpg
34991,4,Apparel,Saree,101,2,3,2012,Ethnic,Fabindia H& Printed Blue Cotton Mull Sari,6.0,relevant,41,34991.jpg
20897,2,Footwear,Shoes,19,25,2,2012,Casual,Converse Men CT DBL Tongue Triple Color OX Navy Blue Shoe,3.0,relevant,57,20897.jpg
16032,2,Apparel,Topwear,104,13,1,2011,Casual,Highlander Men Check Grey Shirt,9.0,relevant,31,16032.jpg
11567,4,Apparel,Topwear,63,32,3,2011,Ethnic,W Women Printed Purple Kurtas,6.0,relevant,29,11567.jpg
15947,2,Accessories,Ties,123,19,0,2011,Formal,Turtle Men Stripes Maroon Ties,,irrelevant,30,15947.jpg
46735,2,Accessories,Watches,140,1,0,2016,Casual,Timex Men Black Dial Watch,,irrelevant,26,46735.jpg
52520,2,Apparel,Bottomwear,107,9,3,2012,Casual,Pepe Jeans Men Cream Cargo Shorts,6.0,relevant,33,52520.jpg
9553,2,Apparel,Topwear,134,1,3,2011,Casual,Nike Men As Ad Badge Black T-Shirts,6.0,relevant,35,9553.jpg
13569,2,Apparel,Innerwear,53,25,3,2016,Casual,Hanes Men Racer Back Navy Blue Innerwear Vests,6.0,relevant,46,13569.jpg
13374,2,Footwear,Shoes,19,4,1,2011,Casual,Timberland Men Jeunes Brown Casual Shoes,9.0,relevant,40,13374.jpg
16449,2,Apparel,Topwear,104,33,1,2011,Casual,Locomotive Men Check Red Shirt,9.0,relevant,30,16449.jpg
38396,3,Accessories,Headwear,18,2,3,2012,Sports,ADIDAS Mumbai Indians Unisex Blue Match Cap,6.0,relevant,43,38396.jpg
18295,4,Apparel,Topwear,63,19,1,2011,Ethnic,Aneri Women Basanti Maroon Kurta,9.0,relevant,32,18295.jpg
49767,4,Apparel,Topwear,63,2,3,2012,Ethnic,Alma Women Blue Printed Kurta,6.0,relevant,29,49767.jpg
32366,2,Accessories,Watches,140,1,0,2016,Casual,Q&Q Men Black Watch,,irrelevant,19,32366.jpg
32238,4,Apparel,Topwear,63,1,3,2012,Ethnic,Fabindia Women Printed Black Kurta,6.0,relevant,34,32238.jpg
42415,4,Apparel,Topwear,63,44,3,2012,Ethnic,W Women White & Red Printed Kurta,6.0,relevant,33,42415.jpg
56989,4,Footwear,Shoes,51,4,4,2012,Casual,HM Women Brown Flats,12.0,relevant,20,56989.jpg
33970,4,Apparel,Dress,28,25,3,2012,Casual,Femella Women Navy Blue Dress,6.0,relevant,29,33970.jpg
30294,2,Apparel,Topwear,134,27,3,2012,Casual,Myntra Men Global Response Off White T-shirt,6.0,relevant,44,30294.jpg
58206,2,Accessories,Belts,7,2,0,2012,Casual,New Hide Men Multi-Coloured Belt,,irrelevant,32,58206.jpg
48851,4,Accessories,Jewellery,90,37,0,2012,Casual,Lucera Women Silver Pendant,,irrelevant,27,48851.jpg
3047,2,Apparel,Topwear,134,2,3,2011,Casual,Tantra Men's Dirty Man Blue T-shirt,6.0,relevant,35,3047.jpg
55860,4,Personal Care,Nails,84,16,2,2017,Casual,Colorbar Pro Dazzling Mauve Nail Lacquer 008,3.0,relevant,44,55860.jpg
53100,4,Accessories,Jewellery,31,37,0,2016,Casual,Fabindia Silver Earrings,,irrelevant,24,53100.jpg
41311,1,Apparel,Bottomwear,17,44,3,2012,Casual,Gini and Jony Girls Fixed Weast White Capris,6.0,relevant,44,41311.jpg
21468,4,Footwear,Shoes,19,1,4,2012,Casual,Roxy Women Sneaky Classic Black Casual Shoes,12.0,relevant,44,21468.jpg
5354,2,Footwear,Shoes,112,13,3,2011,Sports,Kalenji Ekiden 50 Wht/grey 09,6.0,relevant,29,5354.jpg
20222,4,Apparel,Topwear,119,13,1,2011,Casual,Wrangler Women Scoop Grey Sweater,9.0,relevant,33,20222.jpg
27280,4,Apparel,Topwear,63,1,1,2011,Ethnic,Mother Earth Women Black Kurta,9.0,relevant,30,27280.jpg
58513,4,Apparel,Topwear,127,27,3,2012,Casual,Tonga Women Maroon Top,6.0,relevant,22,58513.jpg
15554,4,Accessories,Socks,110,44,0,2014,Sports,Fila Women Pack Of 3 White Socks,,irrelevant,32,15554.jpg
7961,2,Apparel,Topwear,134,2,1,2011,Sports,Puma Men's Graphic Mood Indigo Navy T-shirt,9.0,relevant,43,7961.jpg
48561,2,Accessories,Jewellery,14,39,0,2012,Casual,Revv Men Steel Bracelet,,irrelevant,23,48561.jpg
17460,2,Accessories,Watches,140,1,0,2016,Casual,CASIO G-Shock Men Black Analogue-Digital Watch GA-110GB-1ADR G339,,irrelevant,65,17460.jpg
35699,2,Footwear,Sandal,100,1,3,2012,Casual,Nike Men Air Deschutz Black Sandals,6.0,relevant,35,35699.jpg
16812,2,Apparel,Topwear,104,2,1,2011,Casual,Locomotive Men Check Blue Shirt,9.0,relevant,31,16812.jpg
15315,2,Footwear,Shoes,112,1,1,2011,Sports,ADIDAS Men Eqt Nitro Fashion Black Sports Shoes,9.0,relevant,47,15315.jpg
27797,2,Accessories,Wallets,139,4,0,2015,Casual,Bulchee Men Leather Brown Wallet,,irrelevant,32,27797.jpg
2232,2,Apparel,Topwear,134,44,1,2010,Casual,ADIDAS Men Stripe Red White Polo T-shirt,9.0,relevant,40,2232.jpg
53946,4,Accessories,Bags,48,13,0,2012,Casual,Kiara Women Grey Handbag,,irrelevant,24,53946.jpg
13771,2,Apparel,Topwear,134,13,1,2011,Casual,Belmonte Men Printed Grey Tshirts,9.0,relevant,33,13771.jpg
28003,2,Apparel,Innerwear,15,44,3,2016,Casual,Jockey ZONE Men Zone White Brief US18,6.0,relevant,37,28003.jpg
12642,2,Apparel,Topwear,134,19,1,2011,Casual,Probase Men Stripes Maroon Polo T-shirts,9.0,relevant,40,12642.jpg
48077,2,Apparel,Topwear,134,33,3,2012,Casual,French Connection Men Red T-shirt,6.0,relevant,33,48077.jpg
16764,4,Accessories,Bags,48,44,0,2015,Casual,Spice Art Women Flap Handle White Handbags,,irrelevant,42,16764.jpg
47039,4,Apparel,Topwear,63,25,1,2012,Ethnic,Shree Women Navy Blue Kurta,9.0,relevant,27,47039.jpg
23609,4,Personal Care,Fragrance,27,44,2,2017,Casual,Nike Fragrances Women Blue Fantasy Deo,3.0,relevant,38,23609.jpg
27856,4,Apparel,Topwear,104,33,3,2012,Casual,Scullers For Her Check Red Shirt,6.0,relevant,32,27856.jpg
45883,2,Accessories,Watches,140,2,0,2016,Casual,Maxima Men Blue Dial Watch,,irrelevant,26,45883.jpg
52318,4,Accessories,Jewellery,3,1,0,2016,Casual,ToniQ Women Black Wooden Bangle,,irrelevant,31,52318.jpg
2915,4,Apparel,Topwear,127,44,1,2010,Casual,DUSG Women Bandhavgarh Organic Aqua Top,9.0,relevant,39,2915.jpg
43062,2,Apparel,Topwear,134,6,3,2012,Casual,Nike Men Charcoal Grey Portugal Football T-shirt,6.0,relevant,48,43062.jpg
22472,2,Apparel,Topwear,104,28,3,2011,Casual,Timberland Men Olive Claremont Shirt,6.0,relevant,36,22472.jpg
35034,4,Apparel,Bottomwear,20,25,3,2012,Ethnic,Fabindia Women Navy Blue Churidar,6.0,relevant,33,35034.jpg
12700,2,Footwear,Shoes,112,1,1,2011,Sports,Nike Men Metallic Gold Black Sports Shoes,9.0,relevant,41,12700.jpg
45765,2,Personal Care,Fragrance,27,4,2,2017,Casual,Lomani Men Deo,3.0,relevant,14,45765.jpg
43381,2,Footwear,Flip Flops,39,1,3,2012,Casual,Reebok Men Black Flip Flops,6.0,relevant,27,43381.jpg
28760,4,Apparel,Topwear,63,30,3,2012,Ethnic,Aurelia Women Peach Kurta,6.0,relevant,25,28760.jpg
14989,2,Apparel,Topwear,120,2,1,2011,Casual,ADIDAS Men Solid Aqua Blue Sweatshirts,9.0,relevant,38,14989.jpg
55544,4,Personal Care,Makeup,60,12,2,2017,Casual,Revlon Colorstay One-Stroke Defining Glazed Green Eye Pencil,3.0,relevant,60,55544.jpg
55418,4,Personal Care,Lips,72,32,2,2017,Casual,Revlon Moisture Stay Violet Lipstick 13,3.0,relevant,39,55418.jpg
35689,2,Footwear,Shoes,19,44,2,2013,Casual,U.S. Polo Assn. Men White Shoes,3.0,relevant,31,35689.jpg
38628,2,Apparel,Topwear,134,45,3,2012,Casual,Nike Men Yellow Coaster T-shirt,6.0,relevant,31,38628.jpg
43356,4,Footwear,Shoes,112,6,3,2012,Sports,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,6.0,relevant,51,43356.jpg
56769,2,Apparel,Topwear,104,25,3,2012,Casual,Horsefly Men Navy Blue & Red Striped Shirt,6.0,relevant,42,56769.jpg
10707,4,Accessories,Watches,140,11,0,2016,Casual,Esprit Women Open Link Gold Gold Watch,,irrelevant,38,10707.jpg
19123,2,Footwear,Flip Flops,39,37,1,2011,Casual,Lotto Men XL Water Man Silver Slippers,9.0,relevant,38,19123.jpg
11937,2,Footwear,Sandal,100,4,1,2011,Casual,Ganuchi Men Casual Brown Sandals,9.0,relevant,32,11937.jpg
9379,3,Accessories,Headwear,18,1,1,2011,Casual,Nike Unisex Manu Core Black Cap,9.0,relevant,31,9379.jpg
4432,2,Apparel,Topwear,134,44,3,2011,Casual,Wrangler Men's Bullrider Striper Polo White T-shirt,6.0,relevant,51,4432.jpg
14702,2,Apparel,Topwear,55,1,1,2011,Casual,Basics Men Black Jackets,9.0,relevant,24,14702.jpg
23527,2,Personal Care,Fragrance,27,13,2,2017,Casual,Hugo Boss XY Men Deo,3.0,relevant,20,23527.jpg
58611,4,Accessories,Jewellery,31,1,0,2016,Casual,ToniQ Women Black Earrings,,irrelevant,26,58611.jpg
24216,3,Accessories,Headwear,18,33,3,2012,Sports,Nike Unisex Arsenal Red Football Cap,6.0,relevant,36,24216.jpg
7228,2,Footwear,Shoes,41,1,1,2011,Formal,Rockport Men's Myrics Tumbled Black Shoe,9.0,relevant,40,7228.jpg
2786,2,Apparel,Topwear,134,44,3,2011,Casual,Ediots Men's Mehenat Ka Fal White T-shirt,6.0,relevant,41,2786.jpg
48145,4,Accessories,Wallets,139,4,0,2016,Casual,Fossil Women Brown Wallet,,irrelevant,25,48145.jpg
8445,4,Apparel,Topwear,127,2,1,2011,Casual,Jealous 21 Women Jealous Edana Teal Top Blue Tops,9.0,relevant,49,8445.jpg
27093,4,Apparel,Topwear,63,22,3,2012,Ethnic,Aneri Women Mitu Multi Coloured Kurta,6.0,relevant,37,27093.jpg
22613,2,Apparel,Topwear,134,13,1,2011,Sports,Nike Men Grey T-shirt,9.0,relevant,21,22613.jpg
4699,3,Accessories,Watches,140,1,0,2016,Sports,ADIDAS Unisex Duramo Sleek Black Watch,,irrelevant,38,4699.jpg
36056,3,Accessories,Bags,80,24,0,2015,Casual,OTLS Unisex Mustard Brown Messenger Bag,,irrelevant,39,36056.jpg
20337,2,Apparel,Topwear,120,33,1,2011,Sports,Nike Men Solid Red Sweatshirt,9.0,relevant,29,20337.jpg
7891,2,Apparel,Topwear,134,9,1,2011,Casual,Proline Men Pack of 3 T-shirts,9.0,relevant,30,7891.jpg
10127,2,Footwear,Shoes,19,4,1,2011,Casual,Rockport Men Espresso Brown Casual Shoes,9.0,relevant,40,10127.jpg
42907,4,Accessories,Belts,7,9,0,2012,Casual,French Connection Women Cream & Black Belt,,irrelevant,42,42907.jpg
20355,2,Apparel,Topwear,104,25,1,2011,Casual,Spykar Men Solid Navy Blue Shirt,9.0,relevant,32,20355.jpg
7535,2,Apparel,Topwear,134,2,3,2011,Sports,Nike Men's Blue Polo T-shirt,6.0,relevant,28,7535.jpg
13362,4,Footwear,Shoes,19,2,1,2011,Casual,Timberland Women Femmes Blue Casual Shoes,9.0,relevant,41,13362.jpg
13214,2,Footwear,Shoes,112,44,1,2011,Sports,ASICS Men Gel 1160 Running White Sports Shoes,9.0,relevant,45,13214.jpg
29879,2,Accessories,Eyewear,116,12,0,2017,Casual,Mayhem Men Sunglasses 1020-204,,irrelevant,30,29879.jpg
12045,2,Apparel,Topwear,104,1,1,2011,Casual,Spykar Men Solid Black Shirts,9.0,relevant,29,12045.jpg
4068,2,Footwear,Shoes,19,4,3,2011,Casual,Crocs Men's Tideline Canvas Khaki Shoe,6.0,relevant,38,4068.jpg
34773,4,Accessories,Bags,48,44,0,2015,Casual,Be For Bag Women Pack of 3 Bag,,irrelevant,30,34773.jpg
18394,2,Apparel,Innerwear,15,33,3,2016,Casual,Undercolors of Benetton Men Red V-Brief,6.0,relevant,39,18394.jpg
56519,4,Personal Care,Lips,72,34,2,2017,Casual,Streetwear Luscious Lips Earth Rose Lipstick 03,3.0,relevant,47,56519.jpg
20134,4,Apparel,Topwear,104,33,1,2011,Casual,Wrangler Women Classic Red Shirt,9.0,relevant,32,20134.jpg
27789,2,Accessories,Wallets,139,40,0,2015,Casual,Bulchee Men Tan Wallet,,irrelevant,22,27789.jpg
8110,2,Accessories,Watches,140,1,0,2016,Casual,Fastrack Men Economy 2 Analg Black Watch,,irrelevant,40,8110.jpg
46029,4,Accessories,Jewellery,90,37,0,2016,Casual,Estelle Silver Plated Pendant With Chain,,irrelevant,40,46029.jpg
13099,2,Apparel,Topwear,119,2,1,2011,Casual,ADIDAS Men Stadium Fz Po Blue Sweaters,9.0,relevant,38,13099.jpg
45014,2,Accessories,Watches,140,1,0,2016,Casual,Maxima Men Scuba Digital Watch,,irrelevant,30,45014.jpg
48074,2,Apparel,Topwear,134,32,3,2012,Casual,French Connection Men Purple T-shirt,6.0,relevant,36,48074.jpg
26680,4,Footwear,Shoes,38,1,3,2012,Casual,Puma Women Cross Black Flats,6.0,relevant,28,26680.jpg
16873,2,Accessories,Eyewear,116,4,0,2016,Casual,Idee Men Funky Eyewear Brown Sunglasses,,irrelevant,39,16873.jpg
13499,2,Apparel,Topwear,134,2,1,2011,Casual,Chimp Men Mard ban Blue Tshirts,9.0,relevant,31,13499.jpg
11402,2,Apparel,Topwear,120,1,1,2011,Casual,United Colors of Benetton Men Winter Black Sweatshirts,9.0,relevant,54,11402.jpg
45152,2,Accessories,Watches,140,1,0,2016,Casual,Casio Enticer Men Silver Analogue Watch MTP-1303D-1AVDF(A492),,irrelevant,61,45152.jpg
28164,2,Accessories,Eyewear,116,39,0,2016,Casual,Ray-Ban Men Aviator Sunglasses,,irrelevant,30,28164.jpg
17047,2,Footwear,Sandal,100,4,2,2013,Casual,Gas Men Santa Monica Slipper,3.0,relevant,28,17047.jpg
51379,2,Apparel,Bottomwear,107,13,3,2012,Casual,Myntra Men Grey Shorts,6.0,relevant,22,51379.jpg
45225,2,Accessories,Watches,140,1,0,2016,Casual,CASIO Youth Combination Men Black Dial Analogue & Digital Watch AD103,,irrelevant,69,45225.jpg
9601,2,Apparel,Topwear,104,2,1,2011,Casual,Scullers Men Scul Blue White Shirts,9.0,relevant,35,9601.jpg
13259,4,Apparel,Bottomwear,56,1,1,2011,Casual,Palm Tree Kids Girl Washed Black Jeans,9.0,relevant,38,13259.jpg
2500,2,Footwear,Shoes,19,25,1,2010,Casual,Numero Uno Men's Casual Navy Blue Canvas Shoe,9.0,relevant,45,2500.jpg
56365,2,Personal Care,Skin Care,79,11,2,2017,Casual,Baldessarini Men Strictly Private 90 ml After Shave Lotion,3.0,relevant,58,56365.jpg
14114,2,Apparel,Bottomwear,56,2,1,2011,Casual,Flying Machine Men Washed Jeans,9.0,relevant,31,14114.jpg
29106,3,Accessories,Headwear,18,1,3,2012,Casual,Puma Unisex Graphic Black Cap,6.0,relevant,29,29106.jpg
20586,4,Accessories,Wallets,139,32,0,2015,Casual,Baggit Women Highway Taj Purple Wallet,,irrelevant,38,20586.jpg
3997,2,Footwear,Flip Flops,39,13,4,2011,Casual,Spalding Men Grey & Orange Flip Flops,12.0,relevant,37,3997.jpg
9535,2,Apparel,Topwear,134,13,3,2011,Sports,Nike Men Ast 90ss Graphic Grey T-Shirts,6.0,relevant,39,9535.jpg
32925,2,Apparel,Topwear,134,1,3,2012,Casual,Status Quo Men Printed Black T-shirt,6.0,relevant,36,32925.jpg
7622,2,Accessories,Belts,7,13,0,2011,Casual,Wrangler Men Charcoal Leather Belt,,irrelevant,34,7622.jpg
34304,4,Accessories,Stoles,114,27,0,2012,Ethnic,Fabindia Women Off White Stole,,irrelevant,30,34304.jpg
13243,2,Apparel,Bottomwear,107,0,1,2011,Casual,Palm Tree Kids Boys Solid Beige Shorts,9.0,relevant,38,13243.jpg
21050,4,Footwear,Shoes,51,37,1,2012,Casual,Clarks Women Santa Cruz Silver Flats,9.0,relevant,36,21050.jpg
4881,2,Apparel,Topwear,134,44,3,2016,Casual,Levis Kids Boy's Dustin White Black Kidswear,6.0,relevant,44,4881.jpg
17043,2,Footwear,Shoes,19,1,3,2013,Casual,Gas Men Skate 003 Casual Shoe,6.0,relevant,29,17043.jpg
13198,2,Footwear,Shoes,112,2,1,2011,Sports,ASICS Men Gel DS Sky Speed 2 Running Blue Sports Shoes,9.0,relevant,54,13198.jpg
26121,2,Apparel,Topwear,104,2,3,2012,Formal,John Miller Men Check Blue Shirt,6.0,relevant,32,26121.jpg
56894,4,Footwear,Shoes,51,1,4,2012,Casual,HM Women Black Heels,12.0,relevant,20,56894.jpg
41004,1,Apparel,Bottomwear,109,25,3,2012,Casual,Gini and Jony Girls Woven Navy Blue Skirts,6.0,relevant,42,41004.jpg
11164,2,Apparel,Topwear,104,2,1,2011,Formal,John Miller Men Solid Blue Shirts,9.0,relevant,33,11164.jpg
58042,4,Accessories,Jewellery,31,37,0,2012,Casual,Rreverie Silver Earrings,,irrelevant,24,58042.jpg
8003,2,Apparel,Topwear,134,2,1,2011,Sports,Fila Men's Round Neck Cobalt Blue T-shirt,9.0,relevant,41,8003.jpg
12816,2,Footwear,Shoes,19,1,1,2011,Casual,Fila Men Driving Velcro Black Casual Shoes,9.0,relevant,42,12816.jpg
20044,4,Accessories,Bags,48,37,0,2011,Casual,United Colors of Benetton Women Solid Silver Handbags,,irrelevant,53,20044.jpg
28159,2,Accessories,Eyewear,116,21,0,2016,Casual,Ray-Ban Men Aviator Sunglasses,,irrelevant,30,28159.jpg
4183,2,Footwear,Shoes,19,4,3,2011,Casual,Rockport Men Brown Leather Casual Shoes,6.0,relevant,39,4183.jpg
47193,2,Footwear,Shoes,41,4,3,2012,Formal,Franco Leone Men Brown Formal Shoes,6.0,relevant,35,47193.jpg
41750,0,Apparel,Topwear,134,12,3,2012,Casual,Doodle Boys Printed Green T-shirt,6.0,relevant,33,41750.jpg
15341,4,Apparel,Bottomwear,107,31,1,2011,Sports,Nike Women Solid Pink Shorts,9.0,relevant,28,15341.jpg
30596,2,Apparel,Bottomwear,107,2,3,2012,Sports,Nike Men Woven Blue Shorts,6.0,relevant,26,30596.jpg
18274,4,Apparel,Topwear,63,32,1,2011,Ethnic,Aneri Women Niti Purple Kurta,9.0,relevant,29,18274.jpg
49759,4,Apparel,Bottomwear,66,33,3,2012,Casual,Vishudh Red Leggings,6.0,relevant,20,49759.jpg
47314,4,Accessories,Bags,81,2,0,2015,Casual,Baggit Women Blue Kamaal Excel Mobile Pouch,,irrelevant,43,47314.jpg
48169,4,Accessories,Wallets,139,4,0,2016,Casual,Fossil Women Brown Wallet,,irrelevant,25,48169.jpg
5439,2,Apparel,Topwear,134,33,3,2011,Sports,Nike Men's Red Polo T-shirt,6.0,relevant,27,5439.jpg
58227,2,Footwear,Sandal,100,1,3,2012,Casual,Lotto Men Black Sandals,6.0,relevant,23,58227.jpg
19294,4,Accessories,Watches,140,39,0,2016,Casual,Guess Women Gweny Steel Watch,,irrelevant,29,19294.jpg
51890,4,Accessories,Wallets,139,24,0,2016,Casual,Nyk Women Mustard Wallet,,irrelevant,24,51890.jpg
51838,4,Apparel,Innerwear,15,1,3,2016,Casual,Bwitch Women Black Brief,6.0,relevant,24,51838.jpg
48089,4,Apparel,Topwear,127,5,3,2012,Casual,French Connection Women Burgundy Top,6.0,relevant,36,48089.jpg
30714,0,Apparel,Bottomwear,20,44,3,2012,Ethnic,Fabindia Boys White Churidar,6.0,relevant,28,30714.jpg
40153,0,Apparel,Topwear,134,1,3,2012,Casual,Gini and Jony Boys Surfs Up Black T-shirt,6.0,relevant,41,40153.jpg
7502,4,Apparel,Bottomwear,17,1,3,2011,Sports,Nike Women As Classic Black Capri,6.0,relevant,33,7502.jpg
23296,2,Footwear,Sandal,100,28,1,2011,Casual,Lotto Men Zeus Olive Sandals,9.0,relevant,28,23296.jpg
31078,4,Accessories,Stoles,114,31,0,2012,Ethnic,Fabindia Women Buta Cream Silk Stole,,irrelevant,36,31078.jpg
44905,2,Apparel,Bottomwear,128,1,3,2012,Casual,Puma Men Black Track Pants,6.0,relevant,26,44905.jpg
10457,2,Apparel,Topwear,134,31,1,2011,Casual,Flying Machine Men Pink Polo Tshirts,9.0,relevant,36,10457.jpg
29409,2,Accessories,Watches,140,9,0,2016,Smart Casual,Giordano Men Cream & Yellow Dial Watch,,irrelevant,38,29409.jpg
14099,4,Apparel,Topwear,127,31,1,2011,Casual,Flying Machine Women Solid Pink Tops,9.0,relevant,36,14099.jpg
57576,4,Personal Care,Lips,72,32,2,2017,Casual,Lotus Herbals Pure Colours Burnt Siena Lipstick 660,3.0,relevant,51,57576.jpg
14387,4,Footwear,Shoes,51,0,4,2015,Casual,Catwalk Women Casual Beige Flats,12.0,relevant,32,14387.jpg
55270,4,Personal Care,Makeup,60,1,3,2019,Casual,Lakme Insta-Liner,6.0,relevant,17,55270.jpg
20076,2,Personal Care,Fragrance,27,37,2,2017,Casual,David Beckham Men Intimately Yours Deodorant 150 ml,3.0,relevant,51,20076.jpg
25925,4,Apparel,Topwear,134,32,3,2012,Casual,Femella Women Purple T-Shirt,6.0,relevant,28,25925.jpg
26476,2,Apparel,Topwear,134,1,3,2012,Casual,Puma Men Graphic Black T-shirt,6.0,relevant,30,26476.jpg
27950,2,Apparel,Innerwear,133,44,3,2016,Casual,Jockey CSM Men Comfort Stretch White Trunks CS04,6.0,relevant,48,27950.jpg
52803,2,Accessories,Wallets,139,4,0,2012,Casual,JAG Men Chocolate Brown Leather Wallet,,irrelevant,38,52803.jpg
22642,2,Apparel,Topwear,120,2,1,2011,Casual,Nike Men Printed Blue Sweatshirt,9.0,relevant,32,22642.jpg
54160,4,Accessories,Jewellery,85,11,0,2012,Casual,Femella Heavy Beads Gold & Pink Necklace,,irrelevant,40,54160.jpg
56852,2,Apparel,Bottomwear,56,2,1,2012,Casual,John Players Men Blue Jeans,9.0,relevant,27,56852.jpg
58304,2,Accessories,Socks,110,1,0,2016,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,,irrelevant,40,58304.jpg
34594,4,Apparel,Topwear,127,33,3,2012,Casual,Tonga Women Red Top,6.0,relevant,19,34594.jpg
58921,2,Accessories,Accessories,0,22,0,2012,Casual,Hakashi Men Combo pack Tie+Cufflink+Pocket square,,irrelevant,49,58921.jpg
51844,4,Apparel,Loungewear and Nightwear,88,4,3,2016,Casual,Bwitch Brown Nightdress,6.0,relevant,23,51844.jpg
17895,2,Apparel,Innerwear,53,44,3,2016,Casual,Levis Men Pack of 3 Innerwear Vest,6.0,relevant,34,17895.jpg
17731,2,Footwear,Shoes,112,1,1,2011,Sports,Puma Men 3.0 Mid Black Sports Shoe,9.0,relevant,34,17731.jpg
36232,4,Footwear,Shoes,112,44,3,2012,Sports,Nike Women Air Dictate 2 MSL White Sports Shoes,6.0,relevant,47,36232.jpg
3853,1,Apparel,Topwear,134,31,3,2011,Casual,Disney Kids Girl's Pink Daisy and Squirrel Kidswear,6.0,relevant,51,3853.jpg
11565,4,Apparel,Topwear,63,12,3,2011,Ethnic,W Women Printed Green Kurtas,6.0,relevant,28,11565.jpg
43624,4,Apparel,Topwear,127,44,3,2012,Casual,Vero Moda Women White Top,6.0,relevant,25,43624.jpg
44265,2,Accessories,Wallets,139,1,0,2012,Casual,Hidekraft Men Black Wallet,,irrelevant,26,44265.jpg
43727,4,Accessories,Jewellery,3,11,0,2012,Casual,Royal Diadem Set of 2 Golden Bangles,,irrelevant,36,43727.jpg
7164,2,Apparel,Topwear,104,33,1,2011,Casual,Scullers Men Black & Red Check Shirt,9.0,relevant,36,7164.jpg
37190,4,Apparel,Topwear,127,1,3,2012,Casual,United Colors of Benetton Women Black Top,6.0,relevant,41,37190.jpg
55897,4,Personal Care,Nails,84,29,2,2017,Casual,Colorbar Orange Mimosa Nail Lacquer 01,3.0,relevant,38,55897.jpg
15416,2,Footwear,Shoes,19,13,3,2012,Casual,Fila Men New Percorso Tech Grey Casual Shoes,6.0,relevant,44,15416.jpg
